"SelectionCritera","vendorId","vendorName","purchaseOrder","1099","checkNumber","accountingUnitId","description","salesTax","amount","invoice","pf","date","control"
"transact.yr='17' and transact.period='12'","30724   ","A.H. HATCHER INC.     ","170128      ","N"," 75601   ","1108021031006000-408-3700","TRAILER RENTAL #1 FOR ","       0.00","       125.00","49890   ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","30724   ","A.H. HATCHER INC.     ","170128      ","N"," 75601   ","1108021031006000-408-3700","TRAILER RENTAL #3 FOR ","       0.00","       125.00","49891   ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","30724   ","A.H. HATCHER INC.     ","171119      ","N"," 75601   ","1108021199991280-329-7600","BLANKET PURCHASE ORDER","       0.00","        74.00","49961   ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","30724   ","A.H. HATCHER INC.     ","170128      ","N"," 75919   ","1108021031006000-408-3700","TRAILER RENTAL #4 FOR ","       0.00","       125.00","50117   ","P","06/15/17","APAM0612"
"transact.yr='17' and transact.period='12'","30724   ","A.H. HATCHER INC.     ","171119      ","N"," 76410   ","1108021199991280-329-7600","BLANKET PURCHASE ORDER","       0.00","       111.00","50279   ","P","06/30/17","APAM0627"
"transact.yr='17' and transact.period='12'","30724   ","A.H. HATCHER INC.     ","170128      ","N"," 76410   ","1108021031006000-408-3700","TRAILER RENTAL #2 FOR ","       0.00","       125.00","50285   ","F","06/30/17","APAM0627"
"transact.yr='17' and transact.period='12'","30724   ","A.H. HATCHER INC.     ","170128      ","N"," 76410   ","1108021031006000-408-3700","TRAILER RENTAL #1 FOR ","       0.00","       125.00","50286   ","P","06/30/17","APAM0627"
"transact.yr='17' and transact.period='12'","30724   ","A.H. HATCHER INC.     ","170128      ","N"," 76410   ","1108021031006000-408-3700","TRAILER RENTAL #3 FOR ","       0.00","       125.00","50287   ","P","06/30/17","APAM0627"
"transact.yr='17' and transact.period='12'","30724   ","A.H. HATCHER INC.     ","170128      ","N"," 76410   ","1108021031006000-408-3700","TRAILER RENTAL #4 FOR ","       0.00","       125.00","50330   ","P","06/30/17","APAM0627"
"transact.yr='17' and transact.period='12'","185     ","ABS COMPLETE PRINTING ","170479      ","N"," 76256   ","1108020215012550-499-2400","ABS PRINTING ENCUMBRAN","       0.00","      5200.00","123837  ","F","06/29/17","APAM0621"
"transact.yr='17' and transact.period='12'","45609   ","ADAM MUFFLEY          ","0           ","N"," 75633   ","1108020501009999-408-0100","                      ","       0.00","        35.31","051517  "," ","06/02/17","APPG0530"
"transact.yr='17' and transact.period='12'","514     ","DIANA C ADAMS         ","0           ","N"," 75851   ","1208021499994010-408-0100","                      ","       0.00","       161.14","0502-053"," ","06/15/17","APPG0607"
"transact.yr='17' and transact.period='12'","514     ","DIANA C ADAMS         ","0           ","N"," 76036   ","1208020501007000-408-0100","                      ","       0.00","        82.34","050217  "," ","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","514     ","DIANA C ADAMS         ","0           ","N"," 76036   ","1108020501009999-408-0100","                      ","       0.00","         2.14","050817  "," ","06/22/17","APAM0615"
"transact.yr='17' and transact.period='12'","514     ","DIANA C ADAMS         ","0           ","N"," 76036   ","1108020604001310-408-0100","                      ","       0.00","        17.66","0511/051"," ","06/22/17","APAM0615"
"transact.yr='17' and transact.period='12'","514     ","DIANA C ADAMS         ","0           ","N"," 76384   ","1208020509007031-499-2300","                      ","       0.00","       240.09","0516-051"," ","06/30/17","APPG0630"
"transact.yr='17' and transact.period='12'","516     ","KELLEY L ADAMS        ","0           ","N"," V506418 ","1131720215012550-408-0100","                      ","       0.00","        77.60","0509-053"," ","06/14/17","APPG0606"
"transact.yr='17' and transact.period='12'","76723   ","ADRIANE HOPE SAYLES MA","171347      ","M"," V506465 ","1108020604001305-209-1000","ENCUMBRANCE FOR SLP SE","       0.00","      1087.50","2017-10 ","P","06/15/17","APSG0604"
"transact.yr='17' and transact.period='12'","76723   ","ADRIANE HOPE SAYLES MA","171347      ","M"," V506465 ","1108020604001305-209-1000","ENCUMBRANCE FOR SLP SE","       0.00","       862.50","2017-11 ","P","06/15/17","APSG0604"
"transact.yr='17' and transact.period='12'","100595  ","AFFORDABLE REFUSE AND ","170112      ","N"," 76037   ","1108021031006000-209-4200","ANNUAL REFUSE PICK-UP ","       0.00","     10415.25","1009    ","P","06/22/17","APSG"
"transact.yr='17' and transact.period='12'","100595  ","AFFORDABLE REFUSE AND ","170114      ","N"," 76037   ","1108021031006000-209-4200","BLANKET PURCHASE ORDER","       0.00","      2089.52","1009-B  ","P","06/22/17","APSG"
"transact.yr='17' and transact.period='12'","27520   ","AHOLD FINANCIAL SERVIC","175868      ","N"," 75535   ","1208020501007030-209-2300","OPEN PO               ","       0.00","       999.64","572569  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27520   ","AHOLD FINANCIAL SERVIC","172259      ","N"," 75535   ","1131420604001300-329-2138","OPEN PURCHASE ORDER   ","       0.00","        28.23","69935   ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27521   ","AHOLD FINANCIAL SERVIC","175836      ","N"," 75536   ","1210121499993370-329-9900","BLANKET PURCHASE ORDER","       0.00","        12.68","505496  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27521   ","AHOLD FINANCIAL SERVIC","174593      ","N"," 75536   ","1210121499993370-329-9900","BLANKET PURCHASE ORDER","       0.00","        13.56","505497  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27521   ","AHOLD FINANCIAL SERVIC","174714      ","N"," 75536   ","1111620401009999-329-1800","OPEN PURCHASE ORDER NT","       0.00","        27.06","505498  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27521   ","AHOLD FINANCIAL SERVIC","171976      ","N"," 75536   ","1111120401009999-329-1800","OPEN PO               ","       0.00","       104.41","505499  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27521   ","AHOLD FINANCIAL SERVIC","175441      ","N"," 75536   ","1111620401009999-329-1800","OPEN PURCHASE ORDER NT","       0.00","       133.31","505500  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27521   ","AHOLD FINANCIAL SERVIC","174714      ","N"," 75536   ","1111620401009999-329-1800","OPEN PURCHASE ORDER NT","       0.00","        15.86","528201  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27521   ","AHOLD FINANCIAL SERVIC","171976      ","N"," 75536   ","1111120401009999-329-1800","OPEN PO               ","       0.00","        93.79","528204  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27521   ","AHOLD FINANCIAL SERVIC","172944      ","N"," 75694   ","1111320401009999-329-1800","OPEN PURCHASE ORDER FO","       0.00","        19.12","528202  ","P","06/08/17","APSG0605"
"transact.yr='17' and transact.period='12'","27521   ","AHOLD FINANCIAL SERVIC","171976      ","N"," 75852   ","1111120401009999-329-1800","OPEN PO               ","       0.00","        60.73","590902  ","P","06/15/17","APSG0604"
"transact.yr='17' and transact.period='12'","27521   ","AHOLD FINANCIAL SERVIC","171976      ","N"," 76039   ","1111120401009999-329-1800","OPEN PO               ","       0.00","        15.65","528205  ","P","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","27521   ","AHOLD FINANCIAL SERVIC","172944      ","N"," 76039   ","1111320401009999-329-1800","OPEN PURCHASE ORDER FO","       0.00","       259.86","590904  ","P","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","27521   ","AHOLD FINANCIAL SERVIC","171214      ","N"," 76039   ","1110120401009999-329-2200","OPEN PURCHASE ORDER FO","       0.00","        14.95","590905  ","P","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","27521   ","AHOLD FINANCIAL SERVIC","175836      ","N"," 76257   ","1210121499993370-329-9900","BLANKET PURCHASE ORDER","       0.00","        65.70","528203  ","F","06/29/17","APAM0626"
"transact.yr='17' and transact.period='12'","27521   ","AHOLD FINANCIAL SERVIC","174714      ","N"," 76385   ","1111620401009999-329-1800","OPEN PURCHASE ORDER NT","       0.00","        86.62","590901  ","P","06/30/17","APAM0627"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","171630      ","N"," 75537   ","1208020401007033-329-9900","OPEN PO               ","       0.00","        37.62","572561  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","174781      ","N"," 75537   ","1121420403009999-329-2200","BLANKET PURCHASE ORDER","       0.00","        33.27","572562  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","171630      ","N"," 75537   ","1208020401007033-329-9900","OPEN PO               ","       0.00","        85.53","572563  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","174973      ","N"," 75537   ","1121620604001300-329-2142","OPEN PURCHASE ORDER   ","       0.00","        91.30","572564  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","174977      ","N"," 75537   ","1121620604001300-329-2136","BLANKET PURCHASE ORDER","       0.00","        86.18","572567  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 75537   ","1120620604001300-329-2100","TIRALLA - PO FOR GIANT","       0.00","         7.05","572568  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 75537   ","1120620604001300-329-2100","SISON - PO FOR GIANT  ","       0.00","         5.46","572570  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 75537   ","1120620604001300-329-2100","HABERT - PO FOR GIANT ","       0.00","         0.42","572570  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 75537   ","1120620604001300-329-2100","SITA - PO FOR GIANT   ","       0.00","         0.89","572570  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 75537   ","1120620604001300-329-2100","LEFEVRE - PO FOR GIANT","       0.00","         1.63","572570  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 75537   ","1120620604001300-329-2100","NIKI JONES - PO FOR GI","       0.00","         8.27","572570  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 75537   ","1120620604001300-329-2100","MOMIN-RIZVI - PO FOR G","       0.00","         6.79","572570  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 75537   ","1120620604001300-329-2100","REID - PO FOR GIANT   ","       0.00","         0.59","572570  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 75537   ","1120620604001300-329-2100","BOSTIC - PO FOR GIANT ","       0.00","         1.85","572570  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","171815      ","N"," 75537   ","1121720401009999-329-1800","BLANKET PURCHASE ORDER","       0.00","       106.23","572572  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","171630      ","N"," 75537   ","1208020401007033-329-9900","OPEN PO               ","       0.00","        75.23","572573  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","171630      ","N"," 75537   ","1208020401007033-329-9900","OPEN PO               ","       0.00","       213.85","572574  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","174941      ","N"," 75537   ","1121720401009999-329-1800","BLANKET PURCHASE ORDER","       0.00","       303.37","572575  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","173178      ","N"," 75537   ","1121320401009999-329-1800","BLANKET PURCHASE ORDER","       0.00","       106.26","572576  ","F","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","174469      ","N"," 75537   ","1121320401009999-329-1800","BLANKET PURCHASE ORDER","       0.00","        47.29","572577  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","175203      ","N"," 75537   ","1120120401009999-329-1800","OPEN PO FOR THE PURCHA","       0.00","       114.89","572578  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","174781      ","N"," 75537   ","1121420403009999-329-2200","BLANKET PURCHASE ORDER","       0.00","        25.20","572582  ","P","06/02/17","APSG0531"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","174781      ","N"," 75695   ","1121420403009999-329-2200","BLANKET PURCHASE ORDER","       0.00","        48.90","572535  ","P","06/08/17","APSG0605"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","175807      ","N"," 75695   ","1208020401007030-329-2200","OPEN PO               ","       0.00","        61.41","572538  ","P","06/08/17","APSG0605"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","174942      ","N"," 75695   ","1121720401009999-329-1800","BLANKET PURCHASE ORDER","       0.00","       364.45","572579  ","P","06/08/17","APSG0605"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","175807      ","N"," 75695   ","1208020401007030-329-2200","OPEN PO               ","       0.00","        26.78","572580  ","P","06/08/17","APSG0605"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","173516      ","N"," 75695   ","1131520401009999-329-1800","BLANKET PURCHASE ORDER","       0.00","        74.31","572584  ","P","06/08/17","APSG0605"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","173516      ","N"," 75853   ","1131520401009999-329-1800","BLANKET PURCHASE ORDER","       0.00","       100.02","572588  ","P","06/15/17","APSG0604"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 75853   ","1120620604001300-329-2100","SISON - PO FOR GIANT  ","       0.00","         6.92","572591  ","P","06/15/17","APSG0604"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 75853   ","1120620604001300-329-2100","HABERT - PO FOR GIANT ","       0.00","         0.54","572591  ","P","06/15/17","APSG0604"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 75853   ","1120620604001300-329-2100","SITA - PO FOR GIANT   ","       0.00","         1.13","572591  ","P","06/15/17","APSG0604"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 75853   ","1120620604001300-329-2100","LEFEVRE - PO FOR GIANT","       0.00","         2.07","572591  ","P","06/15/17","APSG0604"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 75853   ","1120620604001300-329-2100","NIKI JONES - PO FOR GI","       0.00","        10.50","572591  ","P","06/15/17","APSG0604"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 75853   ","1120620604001300-329-2100","MOMIN-RIZVI - PO FOR G","       0.00","         8.62","572591  ","P","06/15/17","APSG0604"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 75853   ","1120620604001300-329-2100","REID - PO FOR GIANT   ","       0.00","         0.74","572591  ","P","06/15/17","APSG0604"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 75853   ","1120620604001300-329-2100","LECOUNTE - PO FOR GIAN","       0.00","         0.27","572591  ","P","06/15/17","APSG0604"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 75853   ","1120620604001300-329-2100","WRIGHT - PO FOR GIANT ","       0.00","         0.67","572591  ","P","06/15/17","APSG0604"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 75853   ","1120620604001300-329-2100","RUDELL - PO FOR GIANT ","       0.00","         5.58","572591  ","P","06/15/17","APSG0604"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","174469      ","N"," 75853   ","1121320401009999-329-1800","BLANKET PURCHASE ORDER","       0.00","       147.65","572592  ","P","06/15/17","APAM0607"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","175954      ","N"," 75853   ","1208021499994010-499-2000","OPEN PO               ","       0.00","       153.33","572593  ","P","06/15/17","APSG0604"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","175203      ","N"," 75853   ","1120120401009999-329-1800","OPEN PO FOR THE PURCHA","       0.00","       145.01","572598  ","P","06/15/17","APSG0604"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","175984      ","N"," 75853   ","1208020401007030-329-2200","OPEN PO               ","       0.00","        39.90","6707411 ","P","06/15/17","APAM0612"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","174278      ","N"," 76040   ","1121320899991260-329-6000","BLANKET PURCHASE ORDER","       0.00","       102.45","544849  ","F","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","174943      ","N"," 76040   ","1121720401009999-329-1800","BLANKET PURCHASE ORDER","       0.00","       499.20","544850  ","P","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","175359      ","N"," 76040   ","1121720401009999-329-1800","BLANKET PURCHASE ORDER","       0.00","       161.26","544851  ","P","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","174941      ","N"," 76040   ","1121720401009999-329-1800","BLANKET PURCHASE ORDER","       0.00","       183.57","544852  ","P","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","174940      ","N"," 76040   ","1121720401009999-329-1800","BLANKET PURCHASE ORDER","       0.00","       170.69","544853  ","P","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172070      ","N"," 76040   ","1208021499995050-329-9900","OPEN PO - CHILD CARE  ","       0.00","        97.59","544854  ","F","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 76040   ","1120620604001300-329-2100","SITA - PO FOR GIANT   ","       0.00","         1.33","572586  ","P","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 76040   ","1120620604001300-329-2100","LEFEVRE - PO FOR GIANT","       0.00","         2.44","572586  ","P","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 76040   ","1120620604001300-329-2100","NIKI JONES - PO FOR GI","       0.00","        12.39","572586  ","P","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 76040   ","1120620604001300-329-2100","MOMIN-RIZVI - PO FOR G","       0.00","        10.16","572586  ","P","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 76040   ","1120620604001300-329-2100","REID - PO FOR GIANT   ","       0.00","         0.88","572586  ","P","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 76040   ","1120620604001300-329-2100","LECOUNTE - PO FOR GIAN","       0.00","         0.32","572586  ","P","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 76040   ","1120620604001300-329-2100","WRIGHT - PO FOR GIANT ","       0.00","         0.78","572586  ","P","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","172199      ","N"," 76040   ","1120620604001300-329-2100","RUDELL - PO FOR GIANT ","       0.00","         6.58","572586  ","P","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","171818      ","N"," 76040   ","1121720401009999-329-1800","BLANKET PURCHASE ORDER","       0.00","       133.91","572596  ","P","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","171816      ","N"," 76040   ","1121720401009999-329-1800","BLANKET PURCHASE ORDER","       0.00","        18.98","572597  ","P","06/22/17","APAM0613"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","175954      ","N"," 76258   ","1208021499994010-499-2000","OPEN PO               ","       0.00","        71.48","544861  ","F","06/29/17","APAM0621"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","175984      ","N"," 76386   ","1208020401007030-329-2200","OPEN PO               ","       0.00","        78.96","544858  ","P","06/30/17","APAM0627"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","175984      ","N"," 76386   ","1208020401007030-329-2200","OPEN PO               ","       0.00","       149.00","544860  ","P","06/30/17","APAM0627"
"transact.yr='17' and transact.period='12'","27523   ","AHOLD FINANCIAL SERVIC","171889      ","N"," 76386   ","1108020999991270-209-2200","SPECIAL ED SUPPLIES   ","       0.00","        88.61","598301  ","P","06/30/17","APAM0627"
"transact.yr='17' and transact.period='12'","92307   ","AIRCYCLE CORPORATION  ","171599      ","N","         ","1208021031005620-329-9900","55-132","","","        ","F","        ","MT062117"
"transact.yr='17' and transact.period='12'","92307   ","AIRCYCLE CORPORATION  ","171599      ","N","         ","1208021031005620-329-9900","ESTIMATED SHIPPING/HAND","","","        ","F","        ","MT062117"
"transact.yr='17' and transact.period='12'","1025    ","AIRECO SUPPLY         ","174672      ","N","         ","1108021199991280-329-7100","BLANKET PURCHSE ORDER F","","","        ","F","        ","MT062917"
"transact.yr='17' and transact.period='12'","1025    ","AIRECO SUPPLY         ","173909      ","N","         ","5511121399991045-329-3000","REPAIR PARTS          ","       0.00","         0.00","6391831-","F","        ","APBL0615"
"transact.yr='17' and transact.period='12'","1025    ","AIRECO SUPPLY         ","173909      ","N","         ","5511321399991045-329-3000","REPAIR PARTS          ","       0.00","         0.00","6391831-","F","        ","APBL0615"
"transact.yr='17' and transact.period='12'","1025    ","AIRECO SUPPLY         ","173909      ","N","         ","5511621399991045-329-3000","REPAIR PARTS          ","       0.00","         0.00","6391831-","F","        ","APBL0615"
"transact.yr='17' and transact.period='12'","1025    ","AIRECO SUPPLY         ","170396      ","N"," V506400 ","1108021031006000-329-6100","BLANKET PURCHASE ORDER","       0.00","        25.60","6367818-","P","06/08/17","APSG0605"
"transact.yr='17' and transact.period='12'","1025    ","AIRECO SUPPLY         ","174673      ","N"," V506400 ","1108021199991280-329-7900","BLANKET PURCHASE ORDER","       0.00","        13.30","6367820-","P","06/08/17","APSG0605"
"transact.yr='17' and transact.period='12'","1025    ","AIRECO SUPPLY         ","173909      ","N"," V506430 ","5521321399991045-329-3000","REPAIR PARTS          ","       0.00","       371.13","6365803-","P","06/15/17","APBL0615"
"transact.yr='17' and transact.period='12'","1025    ","AIRECO SUPPLY         ","173909      ","N"," V506430 ","5531821399991045-329-3000","REPAIR PARTS          ","       0.00","       111.90","6391831-","F","06/15/17","APBL0615"
"transact.yr='17' and transact.period='12'","1025    ","AIRECO SUPPLY         ","173909      ","N"," V506430 ","5511321399991045-329-3000","REPAIR PARTS          ","       0.00","        91.81","6401687-","P","06/15/17","APBL0615"
"transact.yr='17' and transact.period='12'","1025    ","AIRECO SUPPLY         ","173909      ","N"," V506430 ","5521321399991045-329-3000","REPAIR PARTS          ","       0.00","       -70.00","6401711-","P","06/15/17","APBL0615"
"transact.yr='17' and transact.period='12'","1025    ","AIRECO SUPPLY         ","174672      ","N"," V506478 ","1108021199991280-329-7100","BLANKET PURCHSE ORDER ","       0.00","       654.80","6295590-","P","06/22/17","APAM0620"
"transact.yr='17' and transact.period='12'","1025    ","AIRECO SUPPLY         ","0           ","N"," V506478 ","5521621399991045-329-3000","                      ","       0.00","       327.78","6401501-"," ","06/22/17","APBL0622"
"transact.yr='17' and transact.period='12'","1025    ","AIRECO SUPPLY         ","0           ","N"," V506478 ","5511321399991045-329-3000","                      ","       0.00","       159.35","6401752-"," ","06/22/17","APBL0622"
"transact.yr='17' and transact.period='12'","1025    ","AIRECO SUPPLY         ","0           ","N"," V506478 ","5511121399991045-329-3000","                      ","       0.00","       249.17","6401752-"," ","06/22/17","APBL0622"
"transact.yr='17' and transact.period='12'","1025    ","AIRECO SUPPLY         ","0           ","N"," V506478 ","5531821399991045-329-3000","                      ","       0.00","        17.44","6401752-"," ","06/22/17","APBL0622"
