"SelectionCritera","vendorId","vendorName","purchaseOrder","1099","checkNumber","accountingUnitId","description","salesTax","amount","invoice","pf","date","control"
"transact.yr='18' and transact.period='4'","185     ","ABS COMPLETE PRINTING ","181549      ","N"," 78593   ","5531421399991045-329-0100","2,000 TRANSFER FORMS -","       0.00","       109.26","123979  ","F","10/05/17","APBL0928"
"transact.yr='18' and transact.period='4'","185     ","ABS COMPLETE PRINTING ","182579      ","N"," 79000   ","1131420401009999-329-2200","HALL PASSES - 1000 PAD","       0.00","      1190.00","124070  ","F","10/19/17","APAM1011"
"transact.yr='18' and transact.period='4'","185     ","ABS COMPLETE PRINTING ","182579      ","N"," 79000   ","1131420401009999-329-2200","TARDY PASSES - 400 PAD","       0.00","       498.00","124070  ","F","10/19/17","APAM1011"
"transact.yr='18' and transact.period='4'","183     ","ABSOLUTE QUALITY CONTR","182712      ","N"," 78752   ","1108021536001290-552-2500","SMARTBOARD ADJUSTMENTS","       0.00","      3450.00","090617  ","F","10/12/17","APAM1004"
"transact.yr='18' and transact.period='4'","183     ","ABSOLUTE QUALITY CONTR","182713      ","N"," 78752   ","3720621535001893-552-0625","SMARTBOARD ADJUSTMENTS","       0.00","      1050.00","090617  ","F","10/12/17","APAM1004"
"transact.yr='18' and transact.period='4'","357     ","ACCU-CUT              ","182335      ","N"," 79186   ","1210121499993370-329-9900","ITEM NO. SS4176J      ","       0.00","       932.80","12275783","P","10/26/17","APAM1017"
"transact.yr='18' and transact.period='4'","330     ","ACORN NATURALISTS     ","182767      ","N"," 79001   ","1208020401005230-329-2200","T-19172 CLEAR LUCITE M","       0.00","        84.24","374998A ","F","10/19/17","APAM1013"
"transact.yr='18' and transact.period='4'","330     ","ACORN NATURALISTS     ","182767      ","N"," 79001   ","1208020401005230-329-2200","ESTIMATED SHIPPING/HAN","       0.00","         8.42","374998A ","F","10/19/17","APAM1013"
"transact.yr='18' and transact.period='4'","92158   ","ACTFL                 ","180845      ","N"," 79002   ","1108020501009999-499-2300","BRITTA SPARKS REGISTRA","       0.00","       245.00","3184    ","F","10/19/17","APAM1012"
"transact.yr='18' and transact.period='4'","90126   ","ACTIVE PARENTING PUB  ","182725      ","N","         ","1208020604007517-329-2100","J1964 PARENT WORKBOOKS","","","        ","F","        ","MT110217"
"transact.yr='18' and transact.period='4'","90126   ","ACTIVE PARENTING PUB  ","182725      ","N","         ","1208020604007517-329-2100","J1683 PARENT GUIDE","","","        ","F","        ","MT110217"
"transact.yr='18' and transact.period='4'","90126   ","ACTIVE PARENTING PUB  ","182725      ","N"," 79187   ","1208020604007517-329-2100","J1964 PARENT WORKBOOKS","       0.00","       142.45","125211A ","P","10/26/17","APAM1019"
"transact.yr='18' and transact.period='4'","90126   ","ACTIVE PARENTING PUB  ","182725      ","N"," 79187   ","1208020604007517-329-2100","J1683 PARENT GUIDE    ","       0.00","       164.45","125211A ","P","10/26/17","APAM1019"
"transact.yr='18' and transact.period='4'","101046  ","ADAFRUIT INDUSTRIES LL","182493      ","N"," 78594   ","1108020401009999-329-2282","CIRCUIT PLAYGROUND EXP","       0.00","      2395.20","1549376 ","F","10/05/17","APAM0927"
"transact.yr='18' and transact.period='4'","514     ","DIANA C ADAMS         ","0           ","N"," 79188   ","1208021499994010-408-0100","                      ","       0.00","       103.79","0901-092"," ","10/26/17","APPG1023"
"transact.yr='18' and transact.period='4'","514     ","DIANA C ADAMS         ","0           ","N"," 79188   ","1208021499994010-408-0100","                      ","       0.00","       112.35","0926-092"," ","10/26/17","APPG1023"
"transact.yr='18' and transact.period='4'","516     ","KELLEY L ADAMS        ","0           ","N"," V507031 ","1108020216012520-408-0100","                      ","       0.00","        23.97","0912-092"," ","10/19/17","APPG1011"
"transact.yr='18' and transact.period='4'","100850  ","ADTEK ENGINEERS INC   ","180123      ","N"," 79003   ","1108021536001290-209-9900","HUNTINGTOWN HIGH SCHOO","       0.00","       203.48","50634   ","P","10/19/17","APAM1011"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 78753   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       669.12","195353  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 78753   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       772.06","195353  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 78753   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       658.82","195353  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 78753   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       713.73","195380  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 78753   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       836.39","195380  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 78753   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       724.88","195380  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 78753   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       965.07","196519  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 78753   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       823.53","196519  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 78753   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       836.40","196519  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 78753   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       713.73","196547  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 78753   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       836.39","196547  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 78753   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       724.88","196547  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 78753   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       332.90","197025  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 78753   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       390.12","197025  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 78753   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       338.10","197025  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 79189   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       930.60","200305  ","P","10/26/17","APAM1023"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 79189   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       794.12","200305  ","P","10/26/17","APAM1023"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 79189   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       806.53","200305  ","P","10/26/17","APAM1023"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 79189   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       713.73","200332  ","P","10/26/17","APAM1023"
"transact.yr='18' and transact.period='4'","101258  ","ADVANCED MEDICAL PERSO","182125      ","N"," 79189   ","1208020604007527-209-9900","ENCUMBRANCE FOR SLP SE","       0.00","       724.88","200332  ","P","10/26/17","APAM1023"
"transact.yr='18' and transact.period='4'","903     ","AERUS ELECTROLUX      ","182817      ","N"," 79190   ","1108021031006000-554-0400","COMMERCIAL ROLLER BRUS","       0.00","       959.76","1951362 ","F","10/26/17","APAM1020"
"transact.yr='18' and transact.period='4'","903     ","AERUS ELECTROLUX      ","182817      ","N"," 79190   ","1108021031006000-554-0400","COMMERCIAL CORDS PART ","       0.00","      1319.76","1951362 ","F","10/26/17","APAM1020"
"transact.yr='18' and transact.period='4'","92576   ","AETNA BEHAVIORAL HEALT","181226      ","N"," 78754   ","1108021299999999-414-0442","EMPLOYEE ASSISTANCE PR","       0.00","      4316.68","SEP 2017","P","10/12/17","APAM1004"
"transact.yr='18' and transact.period='4'","100595  ","AFFORDABLE REFUSE AND ","180699      ","N"," 78595   ","1108021031006000-209-4200","BLANKET PURCHASE ORDER","       0.00","     10415.25","10817   ","P","10/05/17","APAM0928"
"transact.yr='18' and transact.period='4'","100595  ","AFFORDABLE REFUSE AND ","180698      ","N"," 78595   ","1108021031006000-209-4200","BLANKET PURCHASE ORDER","       0.00","       676.00","10817-B ","P","10/05/17","APAM0928"
"transact.yr='18' and transact.period='4'","100595  ","AFFORDABLE REFUSE AND ","180697      ","N"," 78595   ","1108021031006000-209-4200","BLANKET PURCHASE ORDER","       0.00","       466.64","586695  ","P","10/05/17","APAM1002"
"transact.yr='18' and transact.period='4'","100595  ","AFFORDABLE REFUSE AND ","180699      ","N"," 79191   ","1108021031006000-209-4200","BLANKET PURCHASE ORDER","       0.00","     10415.25","10917   ","P","10/26/17","APAM1018"
"transact.yr='18' and transact.period='4'","100595  ","AFFORDABLE REFUSE AND ","180698      ","N"," 79191   ","1108021031006000-209-4200","BLANKET PURCHASE ORDER","       0.00","      2133.20","10917-B ","P","10/26/17","APAM1018"
"transact.yr='18' and transact.period='4'","27520   ","AHOLD FINANCIAL SERVIC","182549      ","N"," 78755   ","1208020401007030-329-2200","OPEN PO               ","       0.00","       115.59","544883  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","27520   ","AHOLD FINANCIAL SERVIC","182549      ","N"," 78755   ","1208020401007030-329-2200","OPEN PO               ","       0.00","        56.98","598308  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","27520   ","AHOLD FINANCIAL SERVIC","182549      ","N"," 78755   ","1208020401007030-329-2200","OPEN PO               ","       0.00","         5.98","598310  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","27520   ","AHOLD FINANCIAL SERVIC","182549      ","N"," 78755   ","1208020401007030-329-2200","OPEN PO               ","       0.00","         8.47","598314  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","27520   ","AHOLD FINANCIAL SERVIC","180249      ","N"," 78755   ","1131820401009999-329-1800","OPEN ORDER FOR FOOD AN","       0.00","        68.69","69989   ","P","10/12/17","APAM1009"
"transact.yr='18' and transact.period='4'","27520   ","AHOLD FINANCIAL SERVIC","182549      ","N"," 79004   ","1208020401007030-329-2200","OPEN PO               ","       0.00","        91.77","598323  ","P","10/19/17","APAM1011"
"transact.yr='18' and transact.period='4'","27520   ","AHOLD FINANCIAL SERVIC","182694      ","N"," 79004   ","1208020401007030-329-2200","OPEN PO               ","       0.00","        27.00","598326  ","P","10/19/17","APAM1011"
"transact.yr='18' and transact.period='4'","27521   ","AHOLD FINANCIAL SERVIC","180250      ","N"," 79192   ","1111120401009999-329-1800","OPEN PO               ","       0.00","       122.33","528209  ","P","10/26/17","APAM1017"
"transact.yr='18' and transact.period='4'","27521   ","AHOLD FINANCIAL SERVIC","182937      ","N"," 79192   ","1210121499993370-329-4100","BLANKET PURCHASE ORDER","       0.00","        35.70","528210  ","P","10/26/17","APAM1017"
"transact.yr='18' and transact.period='4'","27521   ","AHOLD FINANCIAL SERVIC","182937      ","N"," 79192   ","1210121499993370-329-4100","BLANKET PURCHASE ORDER","       0.00","        46.93","590925  ","P","10/26/17","APAM1017"
"transact.yr='18' and transact.period='4'","27521   ","AHOLD FINANCIAL SERVIC","181502      ","N"," 79192   ","1111320401009999-329-1800","OPEN PURCHASE ORDER FO","       0.00","       133.98","590927  ","P","10/26/17","APAM1023"
"transact.yr='18' and transact.period='4'","27521   ","AHOLD FINANCIAL SERVIC","180250      ","N"," 79192   ","1111120401009999-329-1800","OPEN PO               ","       0.00","        66.07","590928  ","P","10/26/17","APAM1023"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","180542      ","N"," 78597   ","1121420403009999-329-2200","BLANKET PURCHASE ORDER","       0.00","        18.05","598312  ","P","10/05/17","APAM0927"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","180542      ","N"," 78597   ","1121420403009999-329-2200","BLANKET PURCHASE ORDER","       0.00","        95.17","598316  ","P","10/05/17","APAM1002"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","181335      ","N"," 78597   ","1121720401009999-329-1800","BLANKET PURCHASE ORDER","       0.00","       138.59","598317  ","P","10/05/17","APAM1002"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","181709      ","N"," 78597   ","1121720401009999-329-2200","BLANKET PURCHASE ORDER","       0.00","       236.94","598319  ","P","10/05/17","APAM1002"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","182211      ","N"," 78757   ","1208021499994010-499-2000","OPEN PO               ","       0.00","       176.61","598311  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","180542      ","N"," 78757   ","1121420403009999-329-2200","BLANKET PURCHASE ORDER","       0.00","        19.55","598318  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","182011      ","N"," 78757   ","1120620604001300-329-2100","RUDELL - PO FOR GIANT ","       0.00","        30.92","598322  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","180542      ","N"," 78757   ","1121420403009999-329-2200","BLANKET PURCHASE ORDER","       0.00","        54.43","598325  ","P","10/12/17","APAM1005"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","182011      ","N"," 78757   ","1120620604001300-329-2100","RUDELL - PO FOR GIANT ","       0.00","        20.35","598328  ","P","10/12/17","APAM1009"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","182486      ","N"," 78757   ","1121620899991260-329-6000","BLANKET PURCHASE ORDER","       0.00","        40.63","598330  ","P","10/12/17","APAM1009"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","182211      ","N"," 78757   ","1208021499994010-499-2000","OPEN PO               ","       0.00","        73.85","598332  ","P","10/12/17","APAM1009"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","182011      ","N"," 78757   ","1120620604001300-329-2100","BOSTIC - PO FOR GIANT ","       0.00","        13.01","598333  ","P","10/12/17","APAM1009"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","180542      ","N"," 79005   ","1121420403009999-329-2200","BLANKET PURCHASE ORDER","       0.00","        59.46","598302  ","P","10/19/17","APAM1016"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","180542      ","N"," 79005   ","1121420403009999-329-2200","BLANKET PURCHASE ORDER","       0.00","        42.04","598313  ","P","10/19/17","APAM1016"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","180542      ","N"," 79005   ","1121420403009999-329-2200","BLANKET PURCHASE ORDER","       0.00","        15.16","598315  ","P","10/19/17","APAM1016"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","182011      ","N"," 79005   ","1120620604001300-329-2100","GALARZA - PO FOR GIANT","       0.00","        32.26","598336  ","P","10/19/17","APAM1016"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","180542      ","N"," 79005   ","1121420403009999-329-2200","BLANKET PURCHASE ORDER","       0.00","       109.22","598337  ","P","10/19/17","APAM1016"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","180542      ","N"," 79005   ","1121420403009999-329-2200","BLANKET PURCHASE ORDER","       0.00","        70.60","598339  ","P","10/19/17","APAM1016"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","181591      ","N"," 79005   ","1120120401009999-329-1800","OPEN PURCHASE ORDER FO","       0.00","       102.67","598341  ","P","10/19/17","APAM1016"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","182011      ","N"," 79005   ","1120620604001300-329-2100","BOSTIC - PO FOR GIANT ","       0.00","        18.79","598347  ","P","10/19/17","APAM1016"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","181335      ","N"," 79193   ","1121720401009999-329-1800","BLANKET PURCHASE ORDER","       0.00","        84.06","598327  ","P","10/26/17","APAM1017"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","181335      ","N"," 79193   ","1121720401009999-329-1800","BLANKET PURCHASE ORDER","       0.00","       110.74","598338  ","P","10/26/17","APAM1017"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","181335      ","N"," 79193   ","1121720401009999-329-1800","BLANKET PURCHASE ORDER","       0.00","        66.81","598342  ","P","10/26/17","APAM1023"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","182941      ","N"," 79193   ","1208020400807005-329-4100","OPEN PO FAMILY EVENT O","       0.00","       147.89","598345  ","P","10/26/17","APAM1019"
"transact.yr='18' and transact.period='4'","27523   ","AHOLD FINANCIAL SERVIC","183032      ","N"," 79193   ","1120120401009999-329-1800","OPEN PO FOR THE PURCHA","       0.00","       134.49","598352  ","P","10/26/17","APAM1019"
"transact.yr='18' and transact.period='4'","27524   ","AHOLD FINANCIAL SERVIC","182447      ","N"," 79006   ","1131520401009999-329-1800","BLANK PURCHASE ORDER T","       0.00","       128.04","283780  ","P","10/19/17","APAM1011"
"transact.yr='18' and transact.period='4'","1025    ","AIRECO SUPPLY         ","180797      ","N"," V506953 ","5521721399991045-329-3000","BLANKET PURCHASE ORDER","       0.00","       251.37","6594675-","P","10/05/17","APBL0928"
"transact.yr='18' and transact.period='4'","1025    ","AIRECO SUPPLY         ","180605      ","N"," V506978 ","1108021199991280-329-7100","BLANKET PURCHASE ORDER","       0.00","        13.67","6584067-","P","10/12/17","APAM1004"
"transact.yr='18' and transact.period='4'","1025    ","AIRECO SUPPLY         ","180797      ","N"," V506978 ","5521621399991045-329-3000","BLANKET PURCHASE ORDER","       0.00","       192.91","6598685-","P","10/12/17","APBL1006"
"transact.yr='18' and transact.period='4'","1025    ","AIRECO SUPPLY         ","180605      ","N"," V506978 ","1108021199991280-329-7100","BLANKET PURCHASE ORDER","       0.00","       239.40","6602297-","P","10/12/17","APAM1004"
"transact.yr='18' and transact.period='4'","1025    ","AIRECO SUPPLY         ","180797      ","N"," V506978 ","5531821399991045-329-3000","BLANKET PURCHASE ORDER","       0.00","        39.66","6602627-","P","10/12/17","APBL1006"
"transact.yr='18' and transact.period='4'","1025    ","AIRECO SUPPLY         ","180605      ","N"," V506978 ","1108021199991280-329-7100","BLANKET PURCHASE ORDER","       0.00","       207.50","6611142-","P","10/12/17","APAM1009"
"transact.yr='18' and transact.period='4'","1025    ","AIRECO SUPPLY         ","180605      ","N"," V506978 ","1108021199991280-329-7100","BLANKET PURCHASE ORDER","       0.00","       304.85","6611258-","P","10/12/17","APAM1009"
"transact.yr='18' and transact.period='4'","1025    ","AIRECO SUPPLY         ","180605      ","N"," V506978 ","1108021199991280-329-7100","BLANKET PURCHASE ORDER","       0.00","        13.47","6616088-","P","10/12/17","APAM1009"
"transact.yr='18' and transact.period='4'","1025    ","AIRECO SUPPLY         ","180605      ","N"," V506978 ","1108021199991280-329-7100","BLANKET PURCHASE ORDER","       0.00","       388.80","6617540-","P","10/12/17","APAM1009"
"transact.yr='18' and transact.period='4'","1025    ","AIRECO SUPPLY         ","180797      ","N"," V507069 ","5531821399991045-329-3000","BLANKET PURCHASE ORDER","       0.00","       943.66","6631059-","P","10/26/17","APBL1020"
"transact.yr='18' and transact.period='4'","1025    ","AIRECO SUPPLY         ","180606      ","N"," V507069 ","1108021199991280-329-7900","BLANKET PURCHASE ORDER","       0.00","       105.13","6635943-","P","10/26/17","APAM1018"
"transact.yr='18' and transact.period='4'","1025    ","AIRECO SUPPLY         ","180605      ","N"," V507069 ","1108021199991280-329-7100","BLANKET PURCHASE ORDER","       0.00","        23.48","6636105-","P","10/26/17","APAM1018"
"transact.yr='18' and transact.period='4'","1025    ","AIRECO SUPPLY         ","180606      ","N"," V507069 ","1108021199991280-329-7900","BLANKET PURCHASE ORDER","       0.00","       307.35","6636271-","P","10/26/17","APAM1018"
"transact.yr='18' and transact.period='4'","1047    ","ALARM TECH SOLUTIONS L","180131      ","N"," 78758   ","1108021031006030-209-4700","BLANKET PURCHASE ORDER","       0.00","       397.60","3184692 ","P","10/12/17","APAM1004"
"transact.yr='18' and transact.period='4'","90054   ","ALL VOLLEYBALL INC.   ","182735      ","N"," 79007   ","1131520401009999-329-8000","PINK RIBBON VOLLEYBALL","       0.00","        93.00","302453  ","F","10/19/17","APAM1013"
"transact.yr='18' and transact.period='4'","90054   ","ALL VOLLEYBALL INC.   ","182735      ","N"," 79007   ","1131520401009999-329-8000","PINK RIBBON VOLLEYBALL","       0.00","        93.00","302453  ","F","10/19/17","APAM1013"
"transact.yr='18' and transact.period='4'","101255  ","BRITTNEY ALLEN        ","0           ","N"," 78759   ","1108020799991240-408-0100","                      ","       0.00","       136.21","0905-092"," ","10/12/17","APPG1002"
"transact.yr='18' and transact.period='4'","1226    ","STACY L ALLEN         ","0           ","N"," 79194   ","1108020616001350-408-0100","                      ","       0.00","       206.99","0901-092"," ","10/26/17","APAM1021"
"transact.yr='18' and transact.period='4'","1204    ","ALLIED ELECTRONICS INC","180141      ","N"," 79195   ","1108021031006030-209-4700","BLANKET PURCHASE ORDER","       0.00","       887.40","90084447","P","10/26/17","APAM1018"
"transact.yr='18' and transact.period='4'","101281  ","ALPHABET SIGNS, INC.  ","182410      ","N"," 79008   ","1111320401009999-329-1100","4 INCH CONDENSED PRONT","       0.00","       207.20","62412   ","F","10/19/17","APAM1011"
"transact.yr='18' and transact.period='4'","1303    ","AMATO INDUSTRIES/AMCHL","180160      ","N"," 79196   ","1108021031006000-408-6200","BLANKET PURCHASE FOR C","       0.00","        97.50","1124997 ","P","10/26/17","APAM1020"
